07/11/2023|11:53|13:51|Outdoor Picnic  |Computer Lab C Annex  
03/14/2023|15:36|15:20|Basketball Practice  |Science Lab B Annex  
07/25/2023|15:28|15:34|Outdoor Picnic  |Science Lab C North  
06/03/2023|10:26|12:05|Gym Workout  |Computer Lab B East  
07/19/2023|17:18|19:24|Networking Event  |Music Room West  
02/25/2023|20:11|20:41|English Literature Seminar 6|Clubroom Downtown  
01/29/2023|12:14|12:46|Gym Workout 6|Computer Lab C West F
07/11/2023|13:18|15:49|Psychology Lecture  |Science Building Downtown  
09/14/2023|19:16|20:04|Chemistry Workshop  |Science Lab C South  
03/13/2023|19:25|20:07|Art Class  |Student Center North  
04/28/2023|13:32|15:14|Physics Lecture  |Science Lab C West  
08/28/2023|09:20|12:20|Lunch Break I|Science Lab C East  
08/25/2023|20:06|20:12|Math Lecture  |Student Lounge Downtown  
02/18/2023|12:14|14:16|Club Meeting  |Lecture Hall B North  
06/26/2023|12:25|14:14|Study Group  |Career Services Office North 3
04/14/2023|19:52|22:12|Campus Club Event F|Lecture Hall C Annex  
01/07/2023|08:49|10:23|Group Project Meeting  |Science Lab C Annex  
06/17/2023|14:29|14:58|Chemistry Workshop  |Library Study Room East  
01/13/2023|16:08|16:45|Basketball Practice  |Campus Sports Court East  
02/27/2023|06:24|06:42|Study Session  |Career Services Office South  
03/04/2023|10:29|13:34|Art Class  |Campus Fitness Center South  
09/01/2023|12:54|14:05|Physics Lab  |Art Gallery East  
01/22/2023|14:37|15:48|History Lecture  |Starting at Main Entrance Annex  
07/31/2023|14:44|14:13|Dinner with Friends  |Library West  
09/08/2023|09:49|11:45|Math Lecture  |Computer Lab C East  
01/11/2023|19:20|20:58|Dinner with Friends  |Library Study Room South  
03/28/2023|16:33|16:33|Chemistry Lab  |Science Building Annex H
04/06/2023|16:00|17:58|Biology Lecture  |Science Lab C North  
03/29/2023|06:21|06:54|Soccer Practice C|Computer Lab C Downtown  
03/12/2023|10:42|11:52|Group Project Meeting 3|Science Lab C West  
08/30/2023|19:56|22:38|History Class  |Science Lab B Downtown  
03/22/2023|19:43|20:46|Basketball Practice  |Computer Lab B East  
05/28/2023|15:59|18:55|Campus Club Event  |Campus Fitness Center Downtown  
09/28/2023|06:27|08:02|Biology Lecture  |Clubroom East  
08/17/2023|10:01|11:46|English Literature Seminar  |Theater Hall East  
05/30/2023|13:25|14:14|Chemistry Workshop  |Lecture Hall B East  
06/11/2023|20:02|20:19|Campus Club Event 1|Art Gallery Annex  
06/16/2023|14:12|14:32|Gym Workout 8|Computer Lab B North  
05/28/2023|14:44|15:34|Movie Night A|Lecture Hall C Annex  
02/09/2023|17:24|20:33|Study Session K|Library West 8
08/14/2023|10:11|13:08|Career Counseling  |Library South J
06/07/2023|20:33|22:38|Theater Rehearsal  |Computer Lab B Downtown  
05/04/2023|17:07|17:02|Group Project Meeting  |Clubroom West J
07/23/2023|15:46|17:05|Art Exhibition J|Computer Lab C Downtown  
01/01/2023|15:11|16:09|Chemistry Lab 6|Campus Fitness Center East  
10/01/2023|15:24|15:56|Career Fair L|Student Lounge North  
09/20/2023|08:22|09:38|Study Break  |Student Lounge South  
04/20/2023|16:42|18:43|Outdoor Picnic  |Campus Fitness Center Annex  
09/23/2023|06:49|08:57|Club Meeting  |Starting at Main Entrance North C
08/01/2023|18:05|21:57|Networking Event  |Computer Lab B Downtown  
09/08/2023|06:57|07:41|Guitar Practice E|Music Room West  
08/15/2023|11:39|13:57|Biology Lecture  |Student Center East  
09/18/2023|18:04|21:49|Physics Lecture  |Science Lab A North  
01/24/2023|17:23|18:14|Study Break  |Science Building East  
04/07/2023|13:38|13:47|Chemistry Lab  |Campus Cafeteria North  
04/30/2023|13:25|15:37|Chemistry Lab  |Lecture Hall A South  
04/30/2023|16:45|17:39|Coding Workshop  |Art Gallery Downtown  
03/22/2023|11:23|12:09|Career Fair  |Lecture Hall D South  
03/18/2023|07:47|07:32|History Class  |Library West  
02/09/2023|12:41|14:00|Career Counseling  |Campus Fitness Center South  
03/02/2023|10:15|12:31|Study Session  |Campus Sports Court Downtown  
04/13/2023|12:04|14:57|Chemistry Workshop  |Computer Lab C West  
03/24/2023|18:36|21:43|Chemistry Workshop  |Art Studio Downtown 8
07/03/2023|07:39|07:11|Movie Night  |Computer Lab B West J
07/13/2023|09:41|10:42|Guitar Practice  |Campus Cafeteria Downtown  
04/20/2023|16:25|19:34|English Literature Seminar  |Classroom C West  
09/19/2023|08:19|09:37|Movie Night  |Campus Coffee Shop West  
02/23/2023|10:15|12:01|Art Workshop  |Campus Cafeteria Downtown  
06/02/2023|07:15|10:51|Chemistry Lab  |Computer Lab B South  
02/01/2023|13:12|16:58|Physics Lecture  |Theater Hall South  
01/09/2023|17:02|17:05|History Lecture L|Science Building West  
05/13/2023|12:39|14:13|Networking Event  |Classroom A East 6
04/15/2023|11:18|14:00|Art Workshop  |Science Lab C West  
06/22/2023|09:04|11:50|Guitar Practice G|Theater Hall South  
07/27/2023|14:00|14:29|Study Session  |Campus Cafeteria East  
01/08/2023|10:19|12:57|Career Counseling  |Science Lab A Annex I
07/02/2023|14:34|15:22|Art Exhibition  |Campus Cafeteria South G
04/14/2023|19:36|21:09|Guitar Practice D|Science Lab C Annex  
07/04/2023|15:03|18:28|Lunch Break  |Campus Fitness Center West  
08/16/2023|16:29|16:12|Literature Class  |Clubroom South  
08/21/2023|13:34|13:23|Basketball Practice  |Library Study Room East  
07/20/2023|08:27|09:33|Lunch with Friends  |Music Room Downtown  
06/02/2023|11:53|11:05|Chemistry Workshop  |Campus Picnic Area East  
04/08/2023|08:49|09:51|Career Counseling  |Campus Sports Court North  
07/13/2023|11:22|14:04|Career Counseling  |Lecture Hall A Annex  
04/16/2023|07:27|08:11|Dinner with Friends  |Lecture Hall A North  
04/10/2023|13:45|14:26|Chemistry Lab  |Science Lab B West  
04/01/2023|18:01|19:36|Gym Workout 4|Science Lab A North  
04/22/2023|06:32|09:20|Campus Club Event  |Library Study Room East L
03/19/2023|19:49|20:27|Outdoor Picnic  |Rooftop Lounge North 6
07/29/2023|12:10|15:58|Chemistry Lab  |Science Lab C East  
04/24/2023|15:37|18:57|Career Counseling  |Computer Lab B West  
08/29/2023|17:14|18:42|Theater Rehearsal  |Computer Lab B Downtown  
08/09/2023|20:30|20:00|Campus Tour  |Science Lab A North 6
08/21/2023|15:07|16:19|Basketball Practice  |Campus Cafeteria West  
07/04/2023|19:53|20:12|Psychology Lecture  |Lecture Hall A West  
05/16/2023|12:16|15:55|English Literature Seminar  |Campus Picnic Area North L
08/31/2023|19:53|20:46|Physics Lecture  |Science Lab B Downtown  
08/16/2023|19:20|22:28|Chemistry Workshop  |Classroom C West 5
06/21/2023|19:00|21:39|Basketball Practice  |Science Lab C South  
01/04/2023|14:29|14:01|Outdoor Picnic  |Lecture Hall D West  
02/05/2023|15:20|15:31|Gym Workout  |Art Gallery Downtown  
01/28/2023|17:14|20:37|Group Project Meeting  |Science Lab B Downtown  
07/30/2023|12:35|15:41|Art Workshop  |Campus Cafeteria Downtown  
09/25/2023|07:47|08:41|Study Group  |Science Building Annex  
07/08/2023|19:07|21:37|Dinner with Friends G|Science Lab A Downtown 1
07/16/2023|14:31|17:29|Psychology Lecture  |Classroom C Annex E
08/30/2023|17:47|19:46|Coding Workshop 9|Student Lounge Annex  
05/21/2023|16:53|18:45|Group Project Meeting  |Campus Cafeteria South  
09/28/2023|15:16|17:59|Gym Workout  |Campus Sports Court East H
04/09/2023|15:04|17:10|Study Group C|Computer Lab C South  
01/08/2023|14:33|14:55|Biology Lecture  |Science Lab C Annex  
06/24/2023|12:27|15:51|Study Session  |Library Study Room Annex  
01/20/2023|19:18|19:57|Movie Night  |Campus Cafeteria South  
07/29/2023|16:33|19:04|Student Council Meeting  |Campus Fitness Center Downtown  
05/03/2023|10:43|11:46|Art Workshop  |Science Lab C North  
01/06/2023|11:18|12:18|Coding Workshop 5|Student Center Downtown  
02/10/2023|14:21|16:37|Dinner with Friends  |Campus Fitness Center Annex  
04/21/2023|17:28|19:50|Campus Club Event  |Campus Picnic Area Downtown 9
09/01/2023|19:16|21:44|Basketball Practice  |Campus Fitness Center West  
05/24/2023|10:07|10:09|Career Counseling  |Library Study Room Annex  
03/30/2023|10:21|13:52|History Class  |Lecture Hall B North  
05/02/2023|10:37|13:32|Soccer Practice 9|Music Room South  
01/29/2023|19:47|19:34|Movie Night  |Theater Hall West F
07/20/2023|08:46|08:03|Campus Club Event  |Campus Cafeteria Downtown  
07/22/2023|19:33|21:44|Chemistry Lab  |Starting at Main Entrance East  
06/19/2023|16:04|18:21|Art Workshop  |Lecture Hall B South  
08/07/2023|09:46|09:52|Soccer Practice  |Lecture Hall D South  
05/09/2023|12:04|13:23|Guitar Practice  |Computer Lab C North  
08/30/2023|11:03|14:31|Basketball Practice  |Campus Coffee Shop North  
04/27/2023|09:42|11:28|Basketball Practice  |Music Room South  
09/07/2023|07:40|09:32|Dinner with Friends  |Campus Picnic Area West  
06/20/2023|06:56|06:35|History Class  |Science Building West  
09/26/2023|12:22|15:52|Movie Night  |Lecture Hall B West 8
08/01/2023|14:06|16:09|History Lecture E|Theater Hall Annex  
04/04/2023|06:49|06:58|Psychology Lecture  |Classroom A Downtown  
09/30/2023|08:15|09:23|Student Council Meeting  |Campus Cafeteria East  
01/04/2023|17:54|18:59|Guitar Practice  |Campus Fitness Center East  
08/09/2023|06:01|09:44|Outdoor Picnic  |Science Building Downtown  
03/03/2023|18:02|18:27|Chemistry Lab  |Campus Cafeteria West K
02/01/2023|11:08|14:21|Art Exhibition F|Art Studio Downtown  
04/11/2023|14:08|14:54|Career Fair L|Student Lounge South  
08/28/2023|20:09|23:06|Career Counseling 2|Art Studio East  
07/31/2023|08:28|09:34|Club Meeting  |Library South 2
04/14/2023|12:55|12:19|Campus Tour  |Career Services Office North E
07/11/2023|16:57|18:59|History Lecture 2|Campus Cafeteria West  
08/09/2023|18:43|20:44|Dinner with Friends  |Computer Lab C South  
02/02/2023|17:43|20:46|Physics Lab  |Rooftop Lounge South 5
06/05/2023|09:01|10:35|Outdoor Picnic  |Computer Lab B Downtown  
01/16/2023|18:07|18:46|Dinner with Friends  |Science Lab A South  
02/04/2023|06:19|09:52|English Literature Seminar  |Campus Cafeteria South  
03/01/2023|12:14|12:24|Theater Rehearsal  |Art Gallery North  
08/20/2023|07:10|07:49|Career Counseling  |Art Gallery Annex  
09/01/2023|10:59|10:36|Career Fair  |Campus Fitness Center Downtown F
02/14/2023|16:30|17:20|Outdoor Picnic  |Clubroom Annex  
08/14/2023|12:06|14:43|Art Exhibition  |Music Room West  
03/18/2023|16:00|16:42|Career Counseling  |Science Lab B Annex  
09/01/2023|12:50|15:37|Student Council Meeting  |Starting at Main Entrance West  
04/07/2023|07:27|07:34|Study Session  |Campus Cafeteria Annex  
03/06/2023|18:51|21:07|Career Counseling C|Campus Sports Court Downtown  
05/11/2023|11:06|12:28|Psychology Lecture  |Classroom C Annex  
09/06/2023|07:38|07:16|Basketball Practice  |Library East  
10/01/2023|17:13|19:06|Lunch Break  |Computer Lab B West  
08/12/2023|11:46|12:48|Study Group  |Science Building North H
02/12/2023|16:46|16:04|Study Group  |Career Services Office East  
09/29/2023|17:24|18:15|Campus Club Event  |Campus Sports Field Downtown  
08/23/2023|18:01|20:32|Club Meeting  |Computer Lab C North  
07/10/2023|09:25|09:17|Campus Tour  |Art Gallery Annex  
06/15/2023|09:43|09:16|Art Workshop  |Science Lab C West  
09/20/2023|17:27|17:37|Career Counseling  |Computer Lab B West  
09/26/2023|10:57|13:29|Chemistry Workshop  |Career Services Office West  
08/13/2023|16:51|18:25|Networking Event  |Campus Picnic Area Annex  
02/14/2023|18:16|21:24|Theater Rehearsal  |Computer Lab B West  
07/26/2023|19:43|19:03|Math Lecture  |Computer Lab C West  
04/24/2023|11:01|11:06|Dinner with Friends  |Lecture Hall A North  
09/01/2023|15:30|15:14|Basketball Practice  |Lecture Hall A South  
02/01/2023|12:45|12:14|Group Project Meeting  |Computer Lab C South  
08/14/2023|17:01|17:42|Movie Night  |Science Lab A Annex  
04/18/2023|06:34|08:39|Chemistry Workshop  |Campus Cafeteria Annex  
08/08/2023|19:03|20:17|Chemistry Lab B|Computer Lab C West  
01/26/2023|10:21|12:15|Dinner with Friends  |Campus Cafeteria East  
06/14/2023|16:07|18:29|Art Class 9|Campus Picnic Area Downtown B
09/26/2023|16:25|17:37|Club Meeting 8|Campus Picnic Area West  
03/02/2023|12:58|14:48|History Class  |Student Lounge North  
04/28/2023|18:54|21:41|Study Session  |Computer Lab C South  
08/25/2023|13:08|13:21|Campus Tour  |Music Room Downtown  
02/02/2023|08:39|09:25|Math Lecture  |Campus Cafeteria East  
01/16/2023|17:41|18:07|Gym Workout  |Art Gallery East  
05/26/2023|08:55|09:40|Theater Rehearsal  |Art Gallery Downtown  
03/29/2023|09:34|12:48|Basketball Practice  |Music Room Annex  
08/30/2023|13:14|15:35|Networking Event L|Library Downtown  
05/13/2023|08:59|08:48|Movie Night  |Science Lab A North  
09/03/2023|19:49|21:22|History Class  |Clubroom East  
02/23/2023|18:56|19:15|Chemistry Lab  |Campus Cafeteria East  
01/27/2023|17:42|19:23|Art Class  |Career Services Office East  
06/05/2023|13:18|14:54|Art Exhibition  |Lecture Hall C Annex  
07/09/2023|13:43|15:12|Study Break  |Science Lab A Annex  
07/08/2023|07:23|08:34|History Lecture  |Clubroom West D
06/25/2023|16:08|19:43|Group Project Meeting  |Career Services Office Downtown 8
04/09/2023|17:53|20:58|Literature Class  |Computer Lab C South 1
01/10/2023|19:38|20:46|Lunch Break  |Computer Lab B Annex  
07/22/2023|20:56|23:36|History Lecture B|Computer Lab B Downtown  
07/05/2023|14:20|16:25|History Class  |Science Lab A North  
05/25/2023|08:14|10:52|Physics Lecture  |Art Gallery South  
02/03/2023|13:51|13:09|Basketball Practice  |Science Lab B Annex  
04/13/2023|13:46|14:56|Career Counseling  |Music Room Annex  
07/04/2023|17:45|18:03|Club Meeting  |Science Lab C Downtown  
01/30/2023|11:43|13:30|Biology Lecture  |Campus Coffee Shop North  
04/21/2023|08:32|10:58|Chemistry Workshop  |Student Center West  
09/25/2023|15:22|16:15|Physics Lab  |Classroom A Annex  
04/27/2023|12:26|13:15|English Literature Seminar  |Campus Coffee Shop Downtown  
07/01/2023|06:04|07:21|Study Break  |Science Lab C Downtown 8
02/14/2023|18:29|19:19|Art Workshop  |Library South  
07/12/2023|13:43|14:15|English Literature Seminar  |Campus Cafeteria West  
04/30/2023|15:34|16:43|Campus Club Event 4|Campus Cafeteria Downtown  
03/21/2023|09:55|10:38|Gym Workout  |Campus Sports Field West  
06/13/2023|12:14|13:32|Coding Workshop  |Computer Lab B West  
02/01/2023|19:49|19:15|Basketball Practice  |Lecture Hall B South  
06/25/2023|13:54|14:09|Physics Lecture  |Art Gallery North  
09/03/2023|08:50|11:02|Campus Club Event  |Campus Cafeteria Annex  
03/09/2023|09:48|09:36|Dinner with Friends  |Library Downtown  
09/16/2023|19:49|21:23|Chemistry Lab  |Campus Cafeteria West  
04/28/2023|10:08|12:48|Group Project Meeting  |Starting at Main Entrance West B
08/22/2023|11:30|11:30|Literature Class  |Lecture Hall A Annex  
05/12/2023|08:16|09:59|Art Exhibition  |Campus Picnic Area South  
09/08/2023|08:31|09:42|Study Session  |Classroom A East  
01/16/2023|10:56|11:49|Movie Night  |Lecture Hall C South  
03/23/2023|06:04|06:52|Group Project Meeting  |Art Studio East  
09/11/2023|07:45|09:42|Campus Tour I|Art Gallery North  
01/10/2023|17:02|20:36|Career Fair  |Campus Picnic Area Annex  
03/21/2023|18:54|18:56|History Lecture  |Art Studio South  
02/25/2023|09:20|11:16|Art Exhibition  |Science Lab C South  
06/20/2023|20:47|21:32|Physics Lecture  |Campus Fitness Center Downtown A
06/18/2023|12:26|15:36|Psychology Lecture  |Campus Fitness Center West  
08/24/2023|07:02|07:53|Basketball Practice  |Campus Cafeteria West  
05/15/2023|07:39|08:00|Campus Club Event  |Computer Lab B South 3
08/01/2023|09:02|09:20|Chemistry Lab  |Lecture Hall C East 1
05/15/2023|08:05|09:03|Study Break  |Student Lounge West  
01/20/2023|16:15|19:54|Group Project Meeting  |Science Building East  
03/30/2023|08:02|11:26|Study Break D|Lecture Hall C Downtown  
